well_id,fold,n_rows,hidden_length,known_length,model_rmse,model_mae,model_bias,model_p95_abs_error,anchor_rmse,anchor_mae,anchor_bias,anchor_p95_abs_error,rmse_diff,final_delta_z_from_ps,mean_abs_dz_step,std_dz_step,mean_abs_dxdy_step,curvature_proxy,azimuth_range,vertical_shape,curvature_shape,trajectory_shape,anchor_dominant,lgbm_kills,anchor_blown
ed6436d6,2,2945,2945,2082,8.230461001120782,7.341261736955126,6.43035266252404,12.785053533481914,1.6175417954726792,1.465979626485282,-1.1936672325972453,2.850000000000364,-6.612919205648103,80.46000000000095,0.027319972826087054,0.012472178081097648,0.9995646260594372,0.005518173059417493,0.13904076400922616,flat,curved,flat_curved,True,False,False
512943b2,2,5029,5029,1652,10.393568075004605,9.173437438662845,9.173437438662845,18.40357086977528,4.032978673574936,2.6439033605095275,2.1904772320547523,9.390000000001237,-6.360589401429669,-158.22000000000116,0.03201272871917246,0.02028548440398737,0.9993149357060885,0.005041360282158746,0.21036863045203447,downward,smooth,downward_smooth,True,False,False
bb2cdd83,4,3825,3825,1840,9.344394224303867,8.225096793989831,-7.7960824606741905,16.418841067494213,3.017674077265869,2.50177516339901,0.41030849673347236,6.737999999997917,-6.326720147037999,136.47999999999956,0.035674686192468635,0.0136208686264777,0.9992867021159898,0.005574295958344308,0.162960281492194,upward,curved,upward_curved,True,False,False
726f3dc2,2,6723,6723,1896,13.178342753423888,10.804431033772996,-6.779917930329274,22.309985148232588,6.931383638655225,5.176508998959009,3.964630373345576,15.369999999998981,-6.2469591147686625,207.90000000000146,0.03132401071109754,0.01840451890959186,0.999370020934755,0.0054624607004726275,0.24240947047441663,upward,smooth,upward_smooth,True,False,False
eeda36f5,1,4797,4797,1401,11.679000674415763,11.159823028040098,11.159823028040098,16.019006974488367,5.470124457464137,4.9932916406080565,4.400750469042365,7.5900000000001455,-6.208876216951626,-178.13999999999942,0.03724145120934124,0.020075928245023075,0.9991264985269318,0.005458200322360341,0.21424789687663592,downward,smooth,downward_smooth,True,False,False
efde6ac3,3,4559,4559,1661,16.280725742443458,12.47213493383886,12.456485945593345,36.27957295026026,10.202375669006345,7.4741412590493725,7.416198727792634,24.141000000001252,-6.078350073437113,-165.0600000000013,0.03634269416410699,0.019650391208526765,0.9991672188543329,0.00567979639405321,0.24439520471587017,downward,curved,downward_curved,True,False,False
653612bc,2,4605,4605,1341,8.891708777711763,8.535459462581622,8.535459462581622,12.61997418165629,2.8332405605306503,2.1968165038005516,-2.024742671010582,5.040000000000873,-6.058468217181113,-104.81000000000131,0.022880104257168108,0.012684497845221425,0.9996769999153968,0.005186029590834796,0.11085916011888464,flat,smooth,flat_smooth,True,False,False
dafc88c3,4,5572,5572,1615,12.876938565018284,12.227652666693773,-12.227652666693773,18.17341491321804,6.877339398362787,5.991299353911473,-5.1384745154329305,11.199999999998909,-5.999599166655496,-107.20000000000073,0.023704900376952633,0.021516345404560797,0.9995986654010718,0.00510310108066468,0.15598063055593525,flat,smooth,flat_smooth,True,False,False
c50b42f6,1,6014,6014,1906,14.541884184341866,12.456967234944504,-12.456967234944504,29.847019249403356,8.604265674370385,7.002334552710482,-3.6782573994019057,19.233499999999633,-5.937618509971481,-135.20000000000073,0.027096291368700894,0.02463344700172263,0.9994591030996084,0.00532589829630607,0.14159980254174664,downward,smooth,downward_smooth,True,False,False
a9c9b150,1,3986,3986,1840,7.041056472710294,6.027787276342084,5.676495474981313,11.150420804990063,1.1630317709118394,0.8416658304061224,0.09857501254304712,2.8700000000008004,-5.878024701798455,160.23999999999978,0.040198243412798124,0.009046698694304035,0.9991679798743552,0.005407392957977132,0.22285848534915154,upward,smooth,upward_smooth,True,False,False
e2fc7745,4,3692,3692,1651,19.048898726595027,16.966518572407708,-16.961519124991415,33.714984548537906,13.341394284804746,9.88079631635966,-9.649165763813572,28.1624999999999,-5.707504441790281,132.86000000000058,0.0362340829043624,0.018699922925287684,0.999196183849558,0.0057903974005993316,0.19631934504124215,flat,curved,flat_curved,True,False,False
10a1281a,3,5609,5609,1744,9.238198188484327,8.463902268338611,-8.462340332875453,14.65496033602285,3.5911852573850855,3.008108397218611,-2.509816366553439,5.720000000001164,-5.647012931099242,179.52999999999884,0.033002853067046735,0.018895462367722778,0.9993256736441525,0.005488327311746404,0.21339970611146075,upward,curved,upward_curved,True,False,False
