well_id,fold,n_rows,hidden_length,known_length,model_rmse,model_mae,model_bias,model_p95_abs_error,anchor_rmse,anchor_mae,anchor_bias,anchor_p95_abs_error,rmse_diff,final_delta_z_from_ps,mean_abs_dz_step,std_dz_step,mean_abs_dxdy_step,curvature_proxy,azimuth_range,vertical_shape,curvature_shape,trajectory_shape,anchor_dominant,lgbm_kills,anchor_blown
727a3a10,2,4397,4397,1945,50.20492992879184,47.67963501257395,47.67963501257395,68.24205391023824,12.36395803493887,11.572679099385365,11.572679099385365,18.229999999999563,-37.84097189385297,8.429999999998472,0.012140582347588484,0.017380079421316776,0.9998623155461076,0.005255509123073866,0.24169687818056707,flat,smooth,flat_smooth,True,True,True
0390d174,1,4411,4411,1690,42.380757528843425,38.4316917078312,38.4316917078312,56.83539492120417,8.517417217402954,7.240213103604261,1.676087055088481,17.18000000000029,-33.86334031144047,-177.95000000000073,0.04094557823129369,0.02534924570057625,0.9988784443906493,0.005492145013733823,0.1496501685723195,downward,curved,downward_curved,True,True,True
b95e7121,3,6306,6306,1186,32.91359450372903,31.454364578851667,31.454364578851667,42.53073216294979,3.4204599760598935,3.035504281636557,-1.9326244846178848,5.997499999999945,-29.493134527669135,-332.10999999999876,0.05266137985725596,0.016239396813957255,0.9984970428594981,0.0055334072245634925,0.17680662445920303,downward,curved,downward_curved,True,True,True
65a5466a,1,4683,4683,1434,37.75229497321165,32.7478474069107,32.64631750561271,56.08248242196278,11.991020361693243,9.338554345505015,-6.436124279308135,23.657999999999802,-25.761274611518402,-193.95999999999913,0.0418923536950024,0.02196548479632577,0.998916558494701,0.005649513191554547,0.22488354288808332,downward,curved,downward_curved,True,True,True
a6f967fb,3,4670,4670,2362,38.94394012853926,37.20498713643654,37.20498713643654,48.255737747187595,13.762814229045636,12.552085653105298,12.552085653105298,21.38000000000102,-25.181125899493622,-107.0,0.0233797387020775,0.0185468496913141,0.9995838090887227,0.005472871880068413,0.13510995764932965,flat,smooth,flat_smooth,True,True,True
5693dde2,1,3488,3488,1358,29.65151923131872,26.72117990590402,26.72117990590402,51.506715289575,6.95783505375875,5.988377293577413,5.9867603211003315,12.436499999999247,-22.69368417755997,-180.65999999999985,0.05179523946085477,0.019155992554624694,0.9984901339388953,0.0053789616318571385,0.169391076371594,downward,smooth,downward_smooth,True,True,True
4b462989,4,3106,3106,1632,23.24557102729288,21.854747866203674,21.854747866203674,34.44397808376925,6.605024585467642,5.420083708950559,3.611584030908221,11.840000000000146,-16.640546441825236,173.41000000000167,0.05584219001610346,0.02209788408133171,0.9982083443566846,0.005045860866086177,0.2072731481724066,upward,smooth,upward_smooth,True,True,True
59f8b2e8,2,3747,3747,1921,21.720291680254068,20.971409966429334,-20.971409966429334,34.237718853981825,6.235385931133263,5.224363490792942,2.210677875635289,10.410000000001673,-15.484905749120806,-161.10000000000036,0.04299519487453318,0.018421373829060304,0.9989213216472813,0.005535629377640184,0.17042778648418025,downward,curved,downward_curved,True,True,True
c03b9305,3,4255,4255,1812,19.172183210815625,15.671482826200128,-15.671482826200128,35.299987924545164,7.1171172090817905,4.242542890716882,-3.431393654524905,18.38000000000102,-12.055066001733834,178.86000000000058,0.04207569346497409,0.019458533418520316,0.9989419996248742,0.005437583061455225,0.3117364031026959,upward,smooth,upward_smooth,True,True,True
8cc800b3,2,6576,6576,1515,25.63790280608558,24.08239776270056,24.07981947017779,38.57625055251992,13.894631430456734,13.228137165451509,13.228137165451509,19.8700000000008,-11.743271375628847,-343.5799999999999,0.05225095057034237,0.017143926333338493,0.9985037013731923,0.005489968917036927,0.14772900971101688,downward,curved,downward_curved,True,True,True
6d590e26,4,6096,6096,1746,19.371116305945655,17.13056411134665,13.68283358827282,27.75488005119132,8.629685403348205,6.6220751312336645,0.42188484252004393,19.73999999999978,-10.74143090259745,246.47000000000116,0.040541427399507855,0.02158166095257699,0.9989643947673561,0.005542332327689274,0.2525542760174704,upward,curved,upward_curved,True,True,True
