well_id,n,anchor_rmse,pf_rmse,best_cand
4630ab92,3373,10.880550178687447,4.029765455818621,0
463c38f2,4460,6.316346789980795,6.221812015755447,0
4654e7de,5373,5.262206132576318,11.198878592549377,0
466fc788,6197,16.96677982284487,3.975043876777042,0
46a301e9,8226,10.714122960128444,1.6535188001048,0
46a7190b,4215,13.31037471543342,5.00369832870488,0
46d24a09,4449,21.034427197140683,4.239553943265535,0
46d41ff6,7901,7.152719312990992,6.325921649653073,0
46dfcfca,3606,23.306915931867923,5.158361286008804,0
47222616,4406,12.72802806095558,7.748024737771874,0
47ee27ab,6397,7.811133847911845,3.998056167163589,1
481de5fc,5952,13.661013098019078,3.6088794951347234,0
48c1f673,2917,18.480143096264484,17.098257414737347,2
4936af16,3991,5.12683088404085,4.62218348093886,0
493b5b31,4671,20.806259253075513,8.26730376720457,0
49dbc14c,3872,5.472416193779096,16.9794252985908,0
4a035ec2,2588,18.37817503927824,3.6244919385369294,0
4a335117,5015,25.01473417971471,4.930426444091595,0
4a8ecc0b,5809,11.211904800768597,4.136042159793903,1
4b462989,3106,6.605024585467642,12.497059973049767,0
4b831d20,7312,16.40332593479727,9.329667191416373,2
4c2208f5,5384,37.38188510729996,36.72107933887428,0
4c3168cf,4334,4.398564145674671,4.97579215850326,0
4c3df468,5392,20.730613836474724,5.977844794192373,1
4caa7289,5396,9.679853283039389,30.03582373581317,0
4cd1ac61,4489,14.744577751415134,7.874499933398226,0
4cecf7b3,6019,8.796914734080126,10.023455810017706,0
4ddde4c1,4472,4.584881244279585,5.444803312629632,2
4e050c92,3705,6.760683545123174,8.816991831206332,0
4ed93db6,4657,9.134304566059011,16.794280195298082,0
4f3eb9e9,4697,33.07892812639342,4.021296375038525,0
4f4ac5ce,5162,8.250612102027123,6.402091543579444,0
4f4afcc6,5645,8.324204115356522,8.338396705421532,0
4f69febf,5460,14.941245790403045,2.9200947867278657,1
4fbe9c06,6287,12.700621635010842,3.497390969534317,0
504c8b08,6367,20.6567768266876,4.341390990858203,0
511e1db0,3821,2.646655635093415,2.4275447537441655,0
512943b2,5029,4.032978673574936,2.5367100938154317,0
5138a660,3559,5.4780109058052355,4.348341740708087,0
516088b7,6645,6.371603205164532,7.393027030688989,0
521a7819,5200,25.361861575542044,7.3567178040115815,2
5254b6db,3274,7.293881229520888,5.931167174284029,0
529e88ca,3417,15.265625031718603,27.106716604060868,0
52f1e77a,4442,14.174880875648114,28.15520449404833,0
5305524b,4898,16.63490369332069,11.433952823701665,2
53134831,5126,17.343954276390388,6.396392349471032,2
5397ceb1,5255,9.25091584943266,2.6114131828874467,0
53f23031,8550,10.66798407051043,2.172754784833093,0
543198e8,6503,20.51495618405221,26.809238339961123,0
54753541,4026,16.22277834812335,19.28558493774976,1
54a7e3c2,6155,11.037762426443331,11.765271153683559,2
5542c301,3591,5.501114137426537,6.316106004335263,0
5567d551,6889,10.289492216812466,9.84711859291682,0
55efee7f,4801,25.83515609352923,16.489459962121394,0
5663b2b7,4972,16.28409405856329,5.554593856868104,2
5693dde2,3488,6.95783505375875,4.579389148924228,0
56b00794,6065,29.944728017238926,7.038791959109963,2
57796579,5890,12.813078334954168,5.2658394303783265,1
577eec7c,4539,18.875287599886814,10.156364188264584,0
57f05c51,4771,36.3244551404309,27.718267665952567,0
58850d2c,4995,14.887955622671049,8.268323035923753,1
58fa8486,4475,11.865701003853058,4.744889333642202,0
591cc951,4609,15.021994805073081,8.420309618312796,0
593876b6,4842,12.278386863654298,1.1867692302264572,1
59f8b2e8,3747,6.235385931133263,5.412598035575952,0
5a1a8fd8,5260,13.165282167987698,1.9752965040852053,0
5a5269a9,6513,5.863105043604518,8.077487461108959,0
5a5d1982,3894,7.106652935637849,2.271021086100318,1
5a63b5d1,6217,19.44924550712061,5.89599964349453,0
5aa03df7,4871,6.58601427636249,52.65227080886289,2
5aa403d0,3118,25.684478606280763,20.40920772484483,0
5aef5c6c,3121,10.926258823623487,11.176059140856772,0
