well_id,n_rows,lgbm_rmse,anchor_rmse,anchor_wins_by,mean_pred_delta
398dce4b,3166,3.0454156650801836,4.559718484677409,1.514302819597225,-1.4626546022880254
39b51819,4231,1.8087820519385842,3.160351282946552,1.3515692310079677,2.8081447262154615
3a0af893,2927,6.293565795111548,18.6897660134781,12.396200218366552,14.589459420530092
3a223519,4583,14.81676063755333,9.401162306681243,-5.415598330872086,6.791662455926744
3a7dd95d,3072,25.716594343194803,13.010388611275376,-12.706205731919427,14.77945415000827
3a824aa7,4201,5.88260709955574,5.690131490731758,-0.1924756088239814,2.5064400847374837
3a86fe8d,5118,14.225148177282355,11.634711217695367,-2.590436959586988,2.0443832664551533
3aaa2b30,4711,6.917005304991351,17.520232328990414,10.603227023999063,9.601363971007384
3ac16ad0,5649,8.969931087564218,8.880546118495223,-0.08938496906899474,-3.603877771660436
3b21ea64,7376,8.205610365940835,8.368949948322665,0.16333958238183044,-2.053683876597669
3bbe1f5d,6918,9.960390337849425,10.572803005133604,0.612412667284179,-0.0608741471425177
3bfee975,3603,6.147581967339629,7.840543276658913,1.6929613093192843,0.35210100986033055
3c3dbcbc,5069,7.238541095433407,8.29349171896155,1.0549506235281427,4.890751403295063
3d96d897,5659,2.4038796903203834,3.6092906343486293,1.205410944028246,-1.8397242071017281
3df4b19e,4988,4.438837318012466,8.67249047497302,4.233653156960555,-3.685689639510776
3e011332,2723,18.03251565839979,17.42146062278745,-0.6110550356123419,-1.8577108883133517
3e678ea7,6858,15.573365259278381,10.229911981746914,-5.3434532775314665,-6.3115817182371075
3ef6372a,4727,6.150700247984362,6.229379944022544,0.07867969603818192,1.7577228672306133
3ef98781,3892,8.76886474296785,12.433878700657393,3.6650139576895437,-3.9990690011061436
3f603129,5051,15.004350681690376,29.712176284154232,14.707825602463856,35.39039457167715
404c4384,911,4.4204992660867966,3.6011694039210935,-0.819329862165703,7.19179532640412
4121c517,3723,6.992560648010599,11.223238561279205,4.230677913268606,4.378104927652564
41fb0192,2973,6.586153404334786,3.5577103110362645,-3.028443093298521,-3.238217912572065
42669188,4282,14.674703523412319,23.030677799344762,8.355974275932443,-9.124811097277824
42c538a1,3279,38.55232339126587,26.18883109705342,-12.363492294212453,-12.603929074041934
43b06c70,4846,4.50313198710198,8.769342298126745,4.266210311024764,8.889695584423546
43c7f85a,5978,10.869865224635662,11.180370167514397,0.310504942878735,-1.6187857732346609
43e16325,3720,41.65094311936031,45.776662453735184,4.125719334374871,3.0564898271254197
44441e54,4357,3.326881184151397,3.668929750345109,0.34204856619371204,-0.828825169431586
445af6c2,6041,24.37705963812081,29.954468486977532,5.577408848856724,-4.176230149190275
4463446c,3256,12.883041879322597,18.86029305975226,5.977251180429661,6.732547395588923
44a94013,4903,16.30822376550867,23.26260921867206,6.95438545316339,-6.461243743347783
45fb3e21,3649,17.945084032954636,25.15963005414619,7.2145460211915555,-6.850978175841802
460f859e,3336,18.940893885940465,20.01206991533264,1.0711760293921735,-8.195370940931015
4630ab92,3373,6.961897604688012,10.880550178687447,3.9186525739994345,-3.2386918309568515
463c38f2,4460,14.96819575896775,6.316346789980795,-8.651848968986956,13.849829192458559
4654e7de,5373,4.871097387483982,5.262206132576318,0.3911087450923363,4.515972791852086
466fc788,6197,12.29868606850407,16.96677982284487,4.6680937543408,6.217376511997513
46a301e9,8226,10.702884501346949,10.714122960128444,0.011238458781495098,0.14230259426365885
46a7190b,4215,19.251144847130433,13.31037471543342,-5.940770131697013,-6.103155414346711
46d24a09,4449,19.879790843941503,21.034427197140683,1.1546363531991801,1.0779825595286388
46d41ff6,7901,5.258102640295959,7.152719312990992,1.8946166726950322,4.354313647825046
46dfcfca,3606,8.655816418489348,23.306915931867923,14.651099513378576,25.544683069966105
47222616,4406,4.976086527513031,12.72802806095558,7.751941533442549,8.879120725949706
47ee27ab,6397,8.129212774997326,7.811133847911845,-0.31807892708548113,4.620463855245361
481de5fc,5952,13.704784652866174,13.661013098019078,-0.04377155484709583,0.1604907617646222
48c1f673,2917,12.022266044409477,18.480143096264484,6.457877051855007,6.406021963882332
4936af16,3991,7.533029311821744,5.12683088404085,-2.406198427780894,3.047338901455597
493b5b31,4671,18.01739692658525,20.806259253075513,2.788862326490264,1.8556531721287581
49dbc14c,3872,2.6881505516736066,5.472416193779096,2.784265642105489,-2.330270791632365
4a035ec2,2588,15.58294280419935,18.37817503927824,2.79523223507889,-3.6060915332188985
4a335117,5015,9.212869858954202,25.01473417971471,15.80186432076051,22.005005348913613
4a8ecc0b,5809,9.048457278487067,11.211904800768597,2.1634475222815297,0.19271352370203412
4b462989,3106,9.671960803009581,6.605024585467642,-3.0669362175419392,5.166668357111871
4b831d20,7312,8.800257415594695,16.40332593479727,7.603068519202575,-7.293013096030994
4c2208f5,5384,17.27843192225357,37.38188510729996,20.103453185046387,22.407921762179015
4c3168cf,4334,3.7788669281391454,4.398564145674671,0.6196972175355255,-0.04048685207423213
4c3df468,5392,10.900666425588442,20.730613836474724,9.829947410886282,11.239928661189634
4caa7289,5396,5.831298751237784,9.679853283039389,3.8485545318016046,7.626469232097725
4cd1ac61,4489,8.387597021885057,14.744577751415134,6.356980729530077,7.941499225765511
4cecf7b3,6019,13.78171174008815,8.796914734080126,-4.984797006008025,8.737174319398962
4ddde4c1,4472,5.806366557785154,4.584881244279585,-1.2214853135055685,2.1677949015817606
4e050c92,3705,6.0899115545900635,6.760683545123174,0.6707719905331109,-1.3736336432996281
4ed93db6,4657,6.683249161937887,9.134304566059011,2.4510554041211243,-3.6887021672112588
4f3eb9e9,4697,32.380348170973456,33.07892812639342,0.6985799554199659,-1.2355257114483393
4f4ac5ce,5162,7.892816364322264,8.250612102027123,0.3577957377048593,-3.221367189986504
4f4afcc6,5645,4.110062764226816,8.324204115356522,4.214141351129706,0.6222286889663219
4f69febf,5460,7.673375905374245,14.941245790403045,7.2678698850288,7.952310705181241
4fbe9c06,6287,10.021693904841403,12.700621635010842,2.6789277301694394,-3.3211953226064552
504c8b08,6367,14.883850583362292,20.6567768266876,5.772926243325308,-6.341130762916129
511e1db0,3821,5.1846017793930255,2.646655635093415,-2.5379461442996103,5.3970678818271365
512943b2,5029,4.540624012335935,4.032978673574936,-0.5076453387609989,0.9209924215831924
5138a660,3559,6.03931033749523,5.4780109058052355,-0.5612994316899949,1.8120221326381745
516088b7,6645,4.556473115258399,6.371603205164532,1.8151300899061331,1.533588637611663
521a7819,5200,13.251542604387653,25.361861575542044,12.11031897115439,-12.903518047327987
5254b6db,3274,10.969719252424657,7.293881229520888,-3.6758380229037684,-3.6570390984492334
529e88ca,3417,10.625945969646128,15.265625031718603,4.639679062072474,10.692455450578143
52f1e77a,4442,8.972421368214661,14.174880875648114,5.202459507433453,4.266438230267637
5305524b,4898,8.576731789532051,16.63490369332069,8.05817190378864,-12.816852946343607
53134831,5126,10.214479353565414,17.343954276390388,7.129474922824974,-7.153037105373876
5397ceb1,5255,8.097930748915669,9.25091584943266,1.1529851005169913,6.91562030497482
53f23031,8550,10.324114405693532,10.66798407051043,0.3438696648168982,0.607666124281266
543198e8,6503,15.206493080170963,20.51495618405221,5.308463103881246,9.005695261946379
54753541,4026,16.091001439884568,16.22277834812335,0.13177690823878052,-6.396381225939336
54a7e3c2,6155,6.413169929958558,11.037762426443331,4.624592496484773,4.40528788149262
5542c301,3591,6.7954927459409475,5.501114137426537,-1.2943786085144104,-4.953658753443465
5567d551,6889,7.764799769162673,10.289492216812466,2.5246924476497927,-9.54149183496252
55efee7f,4801,15.75956391561609,25.83515609352923,10.075592177913139,-13.135729736375875
