well_id,n_rows,n_wells,model_rmse,model_mae,model_bias,model_p95_abs_error,anchor_rmse,anchor_mae,anchor_bias,anchor_p95_abs_error,rmse_improvement_vs_anchor,mae_improvement_vs_anchor,fold,hidden_length,known_length,final_delta_z_from_ps,trajectory_shape,vertical_shape,curvature_shape
071d7b45,3211,1,10.140601050075176,9.479055550680803,-9.430117867408137,14.371338374196057,17.11579247751261,16.364649641855674,-16.364649641855674,22.61999999999898,6.975191427437434,6.885594091174871,4,3211,1509,136.10000000000036,upward_curved,upward,curved
0849b4e2,5537,1,11.3460742382148,7.522956139145167,5.524208449706788,29.238347828836776,14.567522114617379,9.379115044247689,8.440014448256925,34.35200000000041,3.2214478764025785,1.8561589051025216,2,5537,1899,-132.8199999999997,flat_smooth,flat,smooth
084d66f9,3885,1,12.271533797364706,10.15588712484121,-9.203552254083759,22.02946110409939,10.693040191903986,8.28724066923996,-5.267410553409179,20.04599999999918,-1.5784936054607197,-1.8686464556012492,3,3885,1747,-121.55999999999949,flat_smooth,flat,smooth
08fecf00,5574,1,6.25598672275408,5.331173762562153,-1.3479255664806842,11.234689106093809,4.759806836739511,3.7481575170434698,1.8950430570508021,8.26350000000029,-1.496179886014569,-1.583016245518683,2,5574,1831,-146.5599999999995,downward_smooth,downward,smooth
09053135,5907,1,10.517675743928528,9.453221199046009,-9.453221199046009,16.93415310131768,13.261553626472297,12.283340104961095,-12.254980531573667,20.30000000000109,2.743877882543769,2.8301189059150857,2,5907,1808,-176.75,downward_curved,downward,curved
09441b8d,5488,1,8.145006849644096,6.484999730737456,1.464962822705391,15.708455351496013,15.9390645279074,12.67259110787227,12.652649416910203,28.829999999999927,7.794057678263304,6.187591377134814,2,5488,1907,196.39999999999964,upward_smooth,upward,smooth
0955cd6c,5195,1,5.0874669916955275,4.469996717944982,1.682470070259073,8.879917359561116,8.023088122545198,6.652188642925418,5.667599615013482,14.239999999999782,2.935621130849671,2.182191924980436,3,5195,1930,-118.31999999999971,flat_smooth,flat,smooth
09ec2ca9,5885,1,6.959957242319301,5.105523556413552,4.521627939392801,13.241358292047153,6.13281698431714,4.493126593033173,2.548613423959661,11.819999999999709,-0.827140258002161,-0.6123969633803794,0,5885,1939,174.6999999999989,upward_smooth,upward,smooth
0a57a29c,5821,1,4.113305854031676,3.233712418845699,1.0894924631137424,8.470688578474437,6.952723985070934,6.273264043979104,-5.642482391342186,12.520000000000437,2.839418131039258,3.039551625133405,3,5821,1373,171.66000000000167,upward_smooth,upward,smooth
0bbf5e67,4298,1,18.257298173410085,16.564325016139957,16.564325016139957,32.06189745960846,18.377119492009776,17.213520241972052,17.213520241972052,30.321499999999737,0.11982131859969058,0.649195225832095,4,4298,1733,-104.1299999999992,flat_smooth,flat,smooth
0be01c24,4738,1,5.98565913398226,5.145871890331086,-3.6383667202648144,10.797074490275913,8.273369324203173,7.232942169691444,-6.740084423807008,14.981499999999592,2.2877101902209134,2.0870702793603586,1,4738,1647,-175.59000000000015,downward_smooth,downward,smooth
0c1b160c,5054,1,6.6839853950075,4.98747416128708,-0.4824959832618498,14.31415084303644,8.432276859497074,5.408021369212404,-3.5049742777983948,20.173499999999507,1.748291464489574,0.4205472079253241,2,5054,1660,-149.26000000000022,downward_smooth,downward,smooth
0d99f8e4,5823,1,4.798462163105768,3.8096625479008295,-2.5259841454599274,9.680026742737754,9.343320012239094,7.638134981968062,6.1123475871543675,16.388999999999573,4.544857849133326,3.828472434067233,2,5823,1699,-159.64000000000124,downward_smooth,downward,smooth
0dc5e64d,4879,1,18.15478471587223,13.887300425905401,-4.950374261837759,42.85719550692934,18.008822359134772,12.774826808772422,-7.829247796680386,44.068000000001256,-0.1459623567374564,-1.112473617132979,4,4879,1312,-252.40000000000146,downward_smooth,downward,smooth
0dc835f3,4428,1,7.098156743981853,5.9023138876488295,-2.9682044464630666,12.840983435880844,7.2297789729208715,6.202129629629617,3.1081233062328404,13.5,0.1316222289390181,0.29981574198078764,2,4428,851,211.01999999999862,upward_curved,upward,curved
0dd99dc5,7342,1,9.28286419969701,7.035261746688883,-6.722273471461684,20.089531659005022,8.234632190411654,5.960528466358144,-3.9165186597663064,17.960000000000946,-1.0482320092853552,-1.0747332803307392,4,7342,1840,242.54000000000087,upward_curved,upward,curved
0e5e560d,3253,1,6.121572550132226,5.069214688175528,-3.8936539642812256,10.435476333326005,10.293900986020363,9.51943744236091,-7.99898247771289,16.56999999999971,4.172328435888137,4.450222754185383,4,3253,1643,125.27000000000044,flat_smooth,flat,smooth
109d9d70,4215,1,10.16712349516208,6.518086715486129,-4.786411368076677,23.620857433901072,9.371137061320914,7.284341637010576,-5.18734994068786,17.295999999999726,-0.7959864338411666,0.766254921524447,4,4215,1636,164.28999999999905,upward_smooth,upward,smooth
10a1281a,5609,1,9.238198188484327,8.463902268338611,-8.462340332875453,14.65496033602285,3.5911852573850855,3.008108397218611,-2.509816366553439,5.720000000001164,-5.647012931099242,-5.45579387112,3,5609,1744,179.52999999999884,upward_curved,upward,curved
10b89021,5414,1,16.753230018985104,16.003028157434045,16.003028157434045,20.650405071968635,14.721334704881999,13.903258219431017,13.903258219431017,18.389999999999418,-2.031895314103105,-2.0997699380030284,0,5414,1752,130.8000000000011,flat_smooth,flat,smooth
10be2420,3271,1,9.893195638752712,8.043073557053727,8.020939316981742,17.64530753190229,13.259451874685324,11.62637114032317,11.578043411799644,20.5099999999984,3.366256235932612,3.5832975832694434,2,3271,1932,172.61000000000058,upward_smooth,upward,smooth
113011eb,3272,1,5.901153178680335,4.8899591571983825,-0.3718597098777625,11.409780268073971,5.177910618587731,4.0868154034229764,-1.0127995110026504,11.234500000000478,-0.7232425600926042,-0.803143753775406,4,3272,1289,-134.8100000000013,downward_curved,downward,curved
1131525f,4159,1,18.941031982016824,17.908214294615266,-17.908214294615266,25.202010802599034,14.670165574890584,12.86002163981705,-12.86002163981705,22.32099999999973,-4.27086640712624,-5.048192654798216,3,4159,1389,-119.3700000000008,flat_curved,flat,curved
11d0f5ac,4883,1,21.763684123492837,18.943162210263708,-18.908038551424436,27.579671307879835,22.169205194123972,19.27818963751785,-19.230178169158233,27.69999999999891,0.40552107063113496,0.33502742725414336,0,4883,1495,138.85999999999876,upward_smooth,upward,smooth
12203f2a,3261,1,14.79253967154873,13.300501411982967,13.300501411982967,20.77859023361998,13.762320645487467,12.147672493099986,12.143532658693355,19.6299999999992,-1.0302190260612623,-1.1528289188829817,0,3261,1730,123.78999999999905,flat_smooth,flat,smooth
122bd617,4570,1,10.807508175679398,9.163267959896201,-6.651983869110024,18.43225189021887,11.670160284769418,9.133967177242846,-5.392921225382867,21.415499999999977,0.8626521090900194,-0.029300782653354673,4,4570,1838,163.52000000000044,upward_smooth,upward,smooth
125be846,6510,1,15.502524712325066,14.180199051093506,14.044835653260069,23.097301334447728,18.441379950265283,16.976098310291864,16.976098310291864,25.83550000000004,2.938855237940217,2.7958992591983574,2,6510,1523,236.48999999999978,upward_smooth,upward,smooth
1285a37b,5597,1,13.853003592329713,13.27307793687287,13.27307793687287,18.49643151019991,5.549117512133954,5.098252635339538,5.089044130783481,8.491999999999823,-8.30388608019576,-8.174825301533332,4,5597,1806,191.03999999999905,upward_curved,upward,curved
1295a25b,5551,1,6.362442533574243,5.123635140025395,-1.1033094433137212,11.449237300240384,9.716800903498608,8.37123221041238,-5.309340659340366,17.595000000000255,3.3543583699243653,3.247597070386985,3,5551,1486,-193.9400000000005,downward_curved,downward,curved
12f0cd90,5947,1,8.016537677645326,5.963063293524233,4.636215871609105,17.77765628040106,7.895034499573364,6.239994955439722,-0.2953405078191329,15.457000000000878,-0.1215031780719622,0.2769316619154889,4,5947,1484,-302.8099999999995,downward_curved,downward,curved
137d1e44,4554,1,25.73010535910261,21.735331118818134,-16.431759238812212,38.960901174029004,25.010172511867026,21.009209486166085,-16.474857268335754,39.899999999999636,-0.719932847235583,-0.726121632652049,1,4554,1759,132.95000000000073,flat_smooth,flat,smooth
13ce113d,2966,1,3.2463442830088227,2.5987989325481107,-0.27142426081380583,6.897944023313812,3.381014512965784,2.6264463924476575,-0.5228995279843035,7.474999999999909,0.13467022995696132,0.027647459899546867,0,2966,1909,95.47000000000116,flat_smooth,flat,smooth
13f598d9,7306,1,5.931522373483653,5.182175771262926,-1.8214891625812768,10.46931578789372,15.16858992587756,14.003202846974638,-14.003202846974638,24.779999999998836,9.237067552393906,8.821027075711712,2,7306,1628,214.67999999999847,upward_curved,upward,curved
14a53cb3,6919,1,6.146046728855277,4.1357410709681774,-3.1933456259612725,15.465297571993139,8.94761773897247,7.6706156959098015,-7.667499638676098,15.94200000000036,2.8015710101171933,3.534874624941624,1,6919,1861,169.8799999999992,upward_smooth,upward,smooth
14ab73fb,3649,1,13.324195718272577,11.355749421195538,11.34524220243433,22.00005275465807,14.81915286795364,13.023165250754353,13.023165250754353,24.366000000000714,1.4949571496810634,1.6674158295588146,4,3649,1630,-9.789999999999054,flat_smooth,flat,smooth
14ad5efb,5842,1,7.6702437135780706,6.229777390771815,0.7797283746886332,16.35989509656301,6.298504340917485,5.136004792878963,-1.0379082505986044,12.569000000001502,-1.3717393726605858,-1.093772597892852,3,5842,1510,-295.1999999999989,downward_curved,downward,curved
14fee784,4910,1,23.179502988365158,19.189089339768262,14.659113224040697,37.893500313890044,21.419815878785553,17.724824847250833,13.19070672097817,35.04000000000087,-1.7596871095796054,-1.4642644925174295,3,4910,1496,185.02000000000044,upward_smooth,upward,smooth
153552f5,4695,1,3.4860366871095416,2.9881833402829536,-0.9978876600073638,6.072910579093878,5.161441840641978,4.055646432374504,2.433103301383496,10.829999999999927,1.6754051535324366,1.06746309209155,4,4695,1803,172.4400000000005,upward_curved,upward,curved
1550491d,4563,1,9.529531952691695,8.438549520776894,8.438549520776894,14.234825842550162,21.167156242041475,19.816561472715875,19.81009642778932,29.600000000000364,11.63762428934978,11.378011951938982,2,4563,1366,187.40999999999985,upward_smooth,upward,smooth
155887bb,5585,1,11.93313985263739,10.134494073961774,-6.83372400305304,23.3820378408007,11.793313793912793,10.329951656220976,-8.566302596238465,20.279999999998836,-0.13982605872459786,0.19545758225920196,3,5585,1477,118.05000000000109,flat_curved,flat,curved
1590af81,3799,1,12.987942789020208,11.888717803090772,-11.888717803090772,22.7909587999271,5.560887269871239,4.827322979731312,-2.074645959462466,9.890999999999439,-7.427055519148968,-7.061394823359461,4,3799,1432,141.11000000000058,upward_smooth,upward,smooth
15e154a1,6068,1,16.563890780326126,14.98881739290881,-14.95547990860877,23.744052214789917,23.22648490243106,22.048216875411637,-22.048216875411637,31.80999999999949,6.6625941221049345,7.059399482502826,0,6068,1631,-162.17999999999847,downward_smooth,downward,smooth
1619e2ca,4443,1,6.032511182549427,4.732327989374291,1.4411966118122275,12.398603791071581,7.812315673810556,6.565543551654492,-2.8404839072707917,15.359000000002194,1.779804491261129,1.833215562280201,1,4443,1559,-132.63999999999942,flat_smooth,flat,smooth
16e4a047,4131,1,13.738405868069718,12.450682962968127,12.443166798239233,20.92105017422,10.715407020528387,10.375904139433532,10.375904139433532,13.764999999999418,-3.0229988475413307,-2.0747788235345954,3,4131,1553,110.0,flat_curved,flat,curved
173ed841,4883,1,26.63519849654024,22.50786226374464,-22.41745557835675,41.549231672413576,17.58051747694951,14.848126151955919,-13.871103829613146,33.265000000000306,-9.054681019590731,-7.659736111788723,2,4883,1647,173.72000000000116,upward_smooth,upward,smooth
1770d7c6,7240,1,6.497039634819341,5.634354595706333,-4.156580371342077,11.808079248960894,12.332849608315879,10.730482044199373,-8.808783149171921,19.30000000000109,5.835809973496538,5.09612744849304,4,7240,1881,256.2399999999998,upward_curved,upward,curved
177622d7,3154,1,11.427149290866236,10.080037447827104,10.064410963359585,19.180754571896795,9.800349606500166,7.238753963220623,7.232457197209152,18.74349999999986,-1.6267996843660697,-2.841283484606481,3,3154,1545,98.03000000000065,flat_smooth,flat,smooth
18d24f7b,4558,1,4.598687835238116,3.8310870934521795,-1.0554727982627934,8.359135004777272,7.530076271970659,6.261254936375679,4.744493198771564,12.540000000000873,2.9313884367325427,2.4301678429235,2,4558,1702,174.6900000000005,upward_smooth,upward,smooth
19137a89,6267,1,11.624024455467492,9.76813707644133,-9.76813707644133,27.663483915650975,18.119920942456794,15.131846178394037,-15.131846178394037,39.899999999999636,6.495896486989302,5.363709101952708,2,6267,1691,-245.4300000000003,downward_smooth,downward,smooth
1944513c,4722,1,6.519108139204068,5.802258815078995,-5.7679925902617155,11.828940733892793,5.738736995920461,4.301090639559704,-4.010434138077376,13.139999999999418,-0.7803711432836069,-1.5011681755192905,2,4722,1877,156.39999999999964,upward_smooth,upward,smooth
197f8a5a,6310,1,14.308232629865861,12.204981590929789,-10.088244960442127,24.415619999656784,24.61555435098563,21.31314738510283,-20.443242472265965,42.87549999999909,10.307321721119768,9.108165794173042,4,6310,1938,168.88000000000102,upward_smooth,upward,smooth
19871e7f,5293,1,4.726197040989386,3.8145377795872095,-2.9144375050308224,10.096117208858413,5.353880109906093,4.804829019459664,1.299093141885221,7.969999999999345,0.6276830689167072,0.9902912398724544,3,5293,1859,176.75,upward_smooth,upward,smooth
198a5607,6251,1,13.90009184480634,12.352317888882459,12.188874388237958,21.191268643477997,9.944851115115334,7.484626459766532,6.849771236602367,17.88000000000102,-3.955240729691006,-4.867691429115927,3,6251,1843,226.5600000000013,upward_smooth,upward,smooth
19fb4f7b,5620,1,10.482032070235118,8.84758257948251,5.513448372842176,19.92420881556427,11.089880426882702,9.225731316725843,4.242617437721659,22.590000000000146,0.607848356647585,0.3781487372433343,1,5620,2303,217.89999999999964,upward_curved,upward,curved
1a518997,4606,1,9.371767996292828,9.00232843784116,-9.00232843784116,12.404173699764215,10.76070073803029,10.494446374295334,-10.494446374295334,12.970000000001164,1.3889327417374613,1.492117936454175,1,4606,1938,-156.38000000000102,downward_smooth,downward,smooth
1a68190b,4474,1,6.588112526759727,5.1602968031344245,-3.414572157852116,14.586105971082361,16.431826147748733,13.714631202503197,-13.618994188645333,29.793499999999124,9.843713620989007,8.554334399368773,3,4474,2028,-148.8099999999995,downward_curved,downward,curved
