fold,n_rows,n_wells,model_rmse,model_mae,model_bias,model_p95_abs_error,anchor_rmse,anchor_mae,anchor_bias,anchor_p95_abs_error,rmse_improvement_vs_anchor,mae_improvement_vs_anchor
0,757738,155,14.884155654819624,10.802216792613399,0.07383545606283942,28.67880156459132,15.026314001049332,10.769905587419366,-1.7287707096647702,29.320000000001528,0.14215834622970824,-0.03231120519403241
1,756650,155,14.948612920943626,10.66607201301922,-1.715873670387924,30.26193380458444,15.92652471402128,11.615986004096975,-3.4887244168373925,32.93000000000029,0.977911793077654,0.9499139910777554
2,756255,154,14.044871783025538,9.906290712641823,-0.3991767330824846,29.891195723137738,14.943436891454548,10.564992773601535,-1.0305592558065584,31.81000000000131,0.8985651084290094,0.6587020609597118
3,757101,155,15.623081038251915,10.915207524976442,1.1874993389601758,33.97647234025317,16.289956255776694,11.524874726093358,-0.6314009623550326,34.48999999999978,0.6668752175247796,0.6096672011169169
4,756245,154,15.713021178781545,10.988976338041558,0.30605676793321207,29.763803228697675,17.249464555817354,11.506893546403658,-1.1003040681260323,33.090000000000146,1.536443377035809,0.5179172083620998
