bias60,bias70,bias80,well_id,c_oracle,known_n,bias_mean
1667.0901369426938,-44.32086232009719,11.116498740626197,55efee7f,-7.0,1776,544.6285911210742
803.6658861395716,-629.9959211782755,4.675183592059574,5663b2b7,-8.0,1935,59.44838285111857
-48.500680148063395,16.401461556637287,-35.45079721420341,5693dde2,-4.0,1358,-22.516671935209843
-74.3734924600264,-19.588027210410885,15.786280485966698,56b00794,20.5,1228,-26.058413061490196
1281.9958596960275,-50.56848886742903,-73.48587972242697,57796579,9.0,1732,385.9804970353905
337.19910020276535,243.99728220422614,41.69724257196136,577eec7c,8.0,1546,207.63120832631762
1484.7207174012121,-79.67132798043254,52.00619517533429,57f05c51,18.5,1707,485.68519486537133
1529.0643333061005,120.32267365503527,-17.149190191144562,58850d2c,-13.5,1923,544.0792722566638
159.02696621601834,-166.41826186863065,-12.040773170812294,58fa8486,-3.5,1651,-6.477356274474869
256.6617536469941,69.64175620196497,94.45018554437948,591cc951,0.5,2060,140.2512317977795
-227.99081664090247,108.15582623918364,-31.73886497172703,593876b6,-2.0,1524,-50.524618457815286
35.009019496679635,-64.17173047591257,-25.36875717336961,59f8b2e8,6.5,1921,-18.177156050867513
967.0060482772578,-73.91286572409902,-25.408480282248885,5a1a8fd8,-9.0,1554,289.2282340903033
1020.5918617761912,-14.593002535064471,-371.29559338744264,5a5269a9,-0.5,1540,211.56775528456137
641.8994515428607,-39.03258526956996,4.084086987598262,5a5d1982,-3.0,1552,202.31698442029634
654.2084962530641,426.31027223191927,-15.348277640982733,5a63b5d1,-0.5,1835,355.05683028133353
1349.3796165560893,-175.0419520073757,-58.62770888723886,5aa03df7,-1.5,1881,371.90331855382493
476.7528969262142,-25.251272949364154,64.0345180995514,5aa403d0,16.0,1584,171.84538069213383
1504.966460815087,-83.44626415023295,84.54345479388563,5aef5c6c,2.0,1732,502.02121715291315
229.17785661839142,-71.23553880001965,-24.170268788000573,5b7b6324,10.5,1633,44.59068301012372
572.312360664236,1908.926042766493,38.72505011332461,5bd25f59,-5.0,1910,839.9878178480179
1031.3992467907997,39.750823696916136,-5.264500757629371,5beded95,-11.5,1722,355.2951899100288
-48.79393863349157,49.2681397869129,-14.588520100159261,5cb483ac,5.5,1354,-4.704772982245978
1045.0870627092843,7.12045887238792,-42.51311359611444,5cdd8dbc,4.5,1741,336.5648026618526
673.0723796760535,30.542488104708717,-37.105425936755694,5d11dfb5,7.5,1748,222.16981394800214
-240.62461377040475,7.966682306144319,74.00128381623017,5d7198fd,4.5,1429,-52.885549216010084
211.96225324588272,70.93049053725747,-2.73151802043226,5def1ce5,5.0,1554,93.38707525423598
-2487.5102115043455,-54.239714283472736,-43.81211109271022,5eae34a8,5.5,1748,-861.8540122935096
1093.6676475686434,49.919750768166686,6.92293546665104,5f4d2a52,28.5,1887,383.5034446011537
1023.1979069259196,224.83215955933034,-0.34461142107223186,5f6756c5,5.0,2133,415.8951516880593
667.6851109571887,-76.9978366642761,-21.611605791493986,5f75f796,7.0,1762,189.6918895004729
344.583048519755,79.99695176186742,37.784117101549775,5fb1c15f,13.5,1997,154.1213724610574
682.7866546270545,135.13911037602318,0.8598024619169595,5fffa282,0.5,2022,272.92852248833157
1037.55458664234,93.66621966547346,-16.372188473352388,60e37807,12.0,1942,371.61620594482025
1221.5627564968486,337.5040089247225,51.246917335058654,61f27424,-2.5,2121,536.7712275855432
