well_id,n,anchor_rmse,pf_rmse
000d7d20,3836,7.454442102844319,3.987143547065871
00bbac68,6014,15.263052288602681,4.442564014492326
00e12e8b,4301,7.92458894231589,6.515138744804958
015fe0d2,4296,23.154889673287215,6.523393210915168
01869cd4,5557,10.618593023436276,16.234195696768847
01982c1d,3941,6.33452473981023,6.719720263178287
028d7b28,6234,7.393605105422137,15.746502223359231
02e7fe5a,5108,8.414429717261077,5.405525678500225
0390d174,4411,8.517417217402954,3.6553990060308212
03a935ae,2786,35.05448621305352,1.1298096531978308
044af7d1,4519,9.868136513863366,1.9239515871843653
0498acab,4798,5.996139045372776,4.066274411879089
052d64df,2445,7.3962717049147795,2.20843234206646
05948241,3879,4.995769989509691,2.292016728507031
059c8f24,6258,10.912174729109239,4.790593626558692
05a0ee4d,4348,18.344706956532814,9.078060585731997
060ab2b8,6258,9.048312196834127,2.5035909324773535
06df5958,3509,3.0884860085517194,2.703643656497594
071d7b45,3211,17.11579247751261,2.070922248885699
0849b4e2,5537,14.567522114617379,3.8903178910120686
084d66f9,3885,10.693040191903986,3.786515992053767
08fecf00,5574,4.759806836739511,7.5458086956641335
09053135,5907,13.261553626472297,6.724799139050488
09441b8d,5488,15.9390645279074,2.0594455496056208
0955cd6c,5195,8.023088122545198,4.845097224125796
09ec2ca9,5885,6.13281698431714,9.747301899398227
0a57a29c,5821,6.952723985070934,5.209595453452117
0bbf5e67,4298,18.377119492009776,1.4030176432854697
0be01c24,4738,8.273369324203173,2.548645286371167
0c1b160c,5054,8.432276859497074,13.077630613424118
0d99f8e4,5823,9.343320012239094,4.245328431826694
0dc5e64d,4879,18.008822359134772,15.456290645207718
0dc835f3,4428,7.2297789729208715,5.1327173591433315
0dd99dc5,7342,8.234632190411654,3.9214979768301506
0e5e560d,3253,10.293900986020363,7.657425743175303
109d9d70,4215,9.371137061320914,16.84465083784742
10a1281a,5609,3.5911852573850855,10.254565326331686
10b89021,5414,14.721334704881999,1.2198888182393914
10be2420,3271,13.259451874685324,4.130804081723675
113011eb,3272,5.177910618587731,28.851359584453064
1131525f,4159,14.670165574890584,1.8258656454539148
11d0f5ac,4883,22.169205194123972,17.2899435167255
12203f2a,3261,13.762320645487467,6.130978410587433
122bd617,4570,11.670160284769418,16.81122135578394
125be846,6510,18.441379950265283,17.305133580030894
1285a37b,5597,5.549117512133954,5.391635413992467
1295a25b,5551,9.716800903498608,7.367009748219386
12f0cd90,5947,7.895034499573364,6.093359490491527
137d1e44,4554,25.010172511867026,24.142747723815393
13ce113d,2966,3.381014512965784,4.993871721573074
13f598d9,7306,15.16858992587756,6.591897951868701
14a53cb3,6919,8.94761773897247,2.292080459288403
14ab73fb,3649,14.81915286795364,2.0296268236442607
14ad5efb,5842,6.298504340917485,5.658809921637368
14fee784,4910,21.419815878785553,10.427997054306367
153552f5,4695,5.161441840641978,6.881337705295125
1550491d,4563,21.167156242041475,19.12678170852365
155887bb,5585,11.793313793912793,3.830385044061606
1590af81,3799,5.560887269871239,2.266387734972977
15e154a1,6068,23.22648490243106,8.246028386003019
1619e2ca,4443,7.812315673810556,2.819604688830085
16e4a047,4131,10.715407020528387,2.491635687104218
173ed841,4883,17.58051747694951,23.149173794269977
1770d7c6,7240,12.332849608315879,12.539606746741104
177622d7,3154,9.800349606500166,4.977184131595855
18d24f7b,4558,7.530076271970659,2.800513618794389
19137a89,6267,18.119920942456794,7.4929146886322595
1944513c,4722,5.738736995920461,2.758089275703159
197f8a5a,6310,24.61555435098563,9.738588520247184
19871e7f,5293,5.353880109906093,6.300481843102508
198a5607,6251,9.944851115115334,3.2170682526164653
19fb4f7b,5620,11.089880426882702,8.03510032553815
1a518997,4606,10.76070073803029,1.3044574102879571
1a68190b,4474,16.431826147748733,28.355437341143094
1a730ac2,4605,16.350400725581075,1.5179159243246312
1aaf1da0,4804,9.288199403984146,8.384863918712176
1b08ed48,5618,11.838490879530399,3.161948575630676
1b1c5372,4261,17.833374900392585,27.71685192413701
1b1eba53,4655,70.63937461968057,53.54019916390012
1b6ba517,6597,7.818279827064867,11.524851335980983
1b82b665,3806,6.106594455886377,20.946562600331788
1bcb2fcf,4524,6.2062031463179,7.909134364576139
1beca81d,5036,8.154769966888065,18.369761324809655
1d3fbf02,2694,5.906372283901897,17.023375530615322
1d78281a,4949,11.881246003992382,10.592663582500915
1e30dedf,4071,12.137059232129838,6.894875546156886
1e5e3573,5480,11.921759172625736,5.578605476526594
1f9afacb,5328,2.518404175433652,3.843851378850751
1fdbba44,4911,5.835321753197851,35.19427900904599
1fee2b62,4641,8.271183690259376,9.85754606867419
20096916,5133,10.457150039432173,3.8535293436774545
200d233d,3926,12.776233899276743,23.04621566802071
201661b5,5955,12.376074593108253,16.030246256699645
203721ab,5730,10.037088673521446,3.223444129835848
