well_id,rmse
000d7d20,7.132728177306591
00bbac68,15.542819005303983
00e12e8b,7.894152982811882
015fe0d2,22.7727574592948
01869cd4,10.437458925683732
01982c1d,6.555723235606201
028d7b28,7.296798988862599
02e7fe5a,8.771621290780335
0390d174,8.61713327381275
03a935ae,34.65719630950547
044af7d1,9.51195613502894
0498acab,6.75007159932781
052d64df,7.37843081312851
05948241,5.939517319431259
059c8f24,11.242752774928466
05a0ee4d,18.654505189204865
060ab2b8,9.387466407273326
06df5958,3.2492730526150564
071d7b45,17.546000805363377
0849b4e2,14.832438272200665
084d66f9,10.097267335606118
08fecf00,4.40039599733636
09053135,12.026621236010387
09441b8d,17.029128995610264
0955cd6c,7.7121635197720915
09ec2ca9,6.804561841500322
0a57a29c,7.322175892081369
0bbf5e67,18.7987590735414
0be01c24,10.187787869795521
0c1b160c,10.151591203167637
0d99f8e4,9.643332855963939
0dc5e64d,17.818028829001534
0dc835f3,7.0482536839059575
0dd99dc5,8.45763727172268
0e5e560d,9.94868310875583
109d9d70,9.627200578737623
10a1281a,2.581938309932276
10b89021,15.146517782970905
10be2420,12.868870528591366
113011eb,5.284234538194511
1131525f,14.277821356180874
11d0f5ac,21.78049816295112
12203f2a,14.16047312842925
122bd617,11.884536398642028
125be846,19.68960866506174
1285a37b,5.9639853748737135
1295a25b,10.514347112554736
12f0cd90,8.05890475620072
137d1e44,24.71642901604224
13ce113d,3.7591244113136715
13f598d9,15.58445583469567
14a53cb3,7.823133129476245
14ab73fb,14.425777984762998
14ad5efb,6.3879654716263135
14fee784,21.69947745934951
153552f5,6.528831829038594
1550491d,20.74713642464713
155887bb,11.471015546228164
1590af81,5.743719372192357
15e154a1,23.653545559408187
1619e2ca,8.397020921183266
16e4a047,12.025716864828743
173ed841,17.228121822132092
1770d7c6,11.408904845111236
177622d7,10.136564123427652
18d24f7b,7.821045732317323
19137a89,19.260178236408148
1944513c,4.892484106424072
197f8a5a,24.99006720666557
19871e7f,5.262917703746226
198a5607,10.259588497606632
19fb4f7b,10.925834241472254
1a518997,10.322861272292217
1a68190b,16.06129237385172
1a730ac2,16.756447129288446
1aaf1da0,9.649666211709146
1b08ed48,13.01828245783695
1b1c5372,16.588237297531602
1b1eba53,69.38261442923044
1b6ba517,9.846939848883368
1b82b665,5.987110489750449
1bcb2fcf,8.742290680705542
1beca81d,8.3688602722408
1d3fbf02,5.217035293098093
1d78281a,12.904007016575582
1e30dedf,11.800307705206382
1e5e3573,11.592823838452967
1f9afacb,2.2718719671898104
1fdbba44,6.119172895077045
1fee2b62,8.417197603256875
20096916,7.911462637413618
200d233d,14.025373707504537
201661b5,11.025409435623251
203721ab,10.328933088205206
20402d71,12.886480869462675
2043abc5,18.425913576930355
204cc64b,5.976298459024414
206b6193,36.121840347180196
2075c696,23.035448485458396
22c5f93f,6.967206680375426
230eaaa3,25.934131572733985
2364716c,18.497882080759574
23b9beb0,5.746029866665405
24d8997e,5.51742399145982
25050f63,37.557506221694794
25939962,10.9386255001077
25fd32b3,3.5946213076615994
261785ee,23.98139120362459
264feceb,12.164604031256454
26623a50,22.933696431600428
26d3a96a,8.758063067131078
272abef3,11.048554626928464
27300fd5,16.968728521413286
276b012a,29.982913010384237
27c3155b,16.845491515275516
27ebb9b9,9.092682724152057
283269ac,1.0078665860823728
28473855,4.796363956524799
28f4eda9,11.130510976257163
29b24409,13.342818022291953
29de15c8,4.960185953855344
2ab29395,1.6693727155543443
2ac7cb6b,19.816346288625574
2acc78d4,13.936502728440702
2b034622,8.044468921602702
2b06ad65,3.061904205161465
2b547943,12.60763324535977
2be5c96a,3.601228666074565
2bff06cf,28.85560920546427
2c0c4a4e,9.080732405084722
2cee0cba,11.004543356504705
2d0c268a,15.244874357432408
2d179ded,7.6477472028163636
2d196986,11.664864380446982
2d2d0c6b,3.1846782320203153
2d35f86d,11.203735069038355
2d9f6cb9,9.548730464290996
2ddad940,7.237310695946864
2e29e833,4.301795546524422
2e43c2ea,8.35223096277167
2e63d9de,13.45701489167791
2ee0235b,7.133089242472154
2f19d536,6.1333811184621165
2f8e53c3,3.0859593286883262
2fa01aa6,18.4173700243711
2fd68f7b,61.985873969518124
2fe023be,13.27450788782279
30d75030,18.456958825850226
310c71a5,9.171335604925812
32fe84c9,21.84451684930606
33c40295,8.32349947839139
3407f5bf,21.592359868785167
3417285d,35.70567964424968
347242c8,2.7207072425557746
353e5502,5.742079874724041
357c12f9,5.919434180192974
3584a6eb,10.326156057868968
35b30c7f,17.106916578042
35b3ef6a,25.633571889460768
367456ce,12.239435405877872
368131f9,19.092307928921336
368fe682,13.516507478924622
3690a146,7.645048047456231
37344c2a,14.394138250676649
373ef48b,4.933548014408136
374be387,7.246359693501969
37d36812,22.26526889204801
38991fd4,16.041121998657683
389ae58f,50.19502199193481
3932faa6,13.108630708887043
398dce4b,4.715441093616478
39b51819,3.487096110140433
3a0af893,18.309440005948993
3a223519,9.751107764349355
3a7dd95d,13.34088199584169
3a824aa7,6.4320548588988
3a86fe8d,11.228635206642451
3aaa2b30,17.14679264746368
3ac16ad0,8.491115487349267
3b21ea64,7.718565274729335
3bbe1f5d,10.964994594202425
3bfee975,7.828528884548826
3c3dbcbc,8.470186159970199
3d96d897,3.424306355142946
3df4b19e,9.021292530630413
3e011332,17.673505087085996
3e678ea7,9.876634434322618
3ef6372a,6.204886086921199
3ef98781,13.701069550712784
3f603129,30.96022816550101
404c4384,2.6140922000151527
4121c517,11.538827716031522
41fb0192,3.9447287679147274
42669188,22.618709305408856
42c538a1,25.810233909119756
43b06c70,7.734933076639496
43c7f85a,10.830542831709005
43e16325,46.145601987804206
44441e54,3.7443077744582145
445af6c2,30.354801277804235
4463446c,18.50669852833192
44a94013,22.86607552130936
45fb3e21,24.807761953338687
460f859e,20.024369039886285
4630ab92,11.224412864875092
463c38f2,6.412033289939166
4654e7de,5.409697779941273
466fc788,16.62741316708733
46a301e9,9.515104698792639
46a7190b,12.957108540736847
46d24a09,20.637925035740324
46d41ff6,6.96915272629647
46dfcfca,24.602120678372252
47222616,13.708619596288006
47ee27ab,7.8989723859724
481de5fc,13.264821287261
48c1f673,18.09141762587857
4936af16,4.791401533368734
493b5b31,20.517848258144316
49dbc14c,5.809047226075758
4a035ec2,18.7508213598819
4a335117,25.41957700040696
4a8ecc0b,11.06805610159727
4b462989,6.370398480788809
4b831d20,16.768871265265613
4c2208f5,36.95671600215683
4c3168cf,4.736886494052046
4c3df468,20.32465232180757
4caa7289,10.008177792553072
4cd1ac61,14.30206991896642
4cecf7b3,8.669773757244199
4ddde4c1,4.3091649615751315
4e050c92,7.043824137387415
4ed93db6,9.512962979185012
4f3eb9e9,33.392764894534935
4f4ac5ce,8.116068662462354
4f4afcc6,8.349916779570258
4f69febf,13.713509351530208
4fbe9c06,13.016927041902774
504c8b08,21.086724879744576
511e1db0,2.502039855030133
512943b2,4.897935703506908
5138a660,5.211192262129829
516088b7,6.413076085763386
521a7819,27.42296589643945
5254b6db,7.723640307146888
529e88ca,14.983044607361675
52f1e77a,13.80091151477375
5305524b,16.24145803043203
53134831,16.062643525202418
5397ceb1,9.128178288239651
53f23031,10.329638007781238
543198e8,20.66973223138282
54753541,16.22820547849709
54a7e3c2,11.433839897285619
5542c301,5.633415222598343
5567d551,10.600950017796146
55efee7f,26.793257132528883
5663b2b7,17.37295510724882
5693dde2,7.348116828477827
56b00794,30.36476542390792
57796579,10.622172866180609
577eec7c,18.509184140458114
57f05c51,36.714561372875224
58850d2c,14.464507573391408
58fa8486,11.58875929448676
591cc951,15.395196271363682
593876b6,12.65968794734831
59f8b2e8,6.408522340459026
5a1a8fd8,12.08620528881478
5a5269a9,5.82761952091999
5a5d1982,6.974416527538389
5a63b5d1,19.84952018397595
5aa03df7,7.037087807205574
5aa403d0,25.25809612626766
5aef5c6c,10.713895796368382
5b7b6324,18.029477079725403
5bd25f59,6.116642767503694
5beded95,16.233629313975243
5cb483ac,6.264912260900013
5cdd8dbc,17.49070892247097
5d11dfb5,9.77751318310944
5d7198fd,13.537924897168711
5def1ce5,7.930588818574382
5eae34a8,7.3336054756907565
5f4d2a52,55.80264378869891
5f6756c5,8.926869671260569
5f75f796,9.610566406529513
5fb1c15f,16.232367395616055
5fffa282,5.715507093025175
60e37807,21.146033339781937
61f27424,2.811544992298874
62569ae3,8.383722163606892
62a6f539,8.82435226447879
633774dc,13.876917795290852
63559d57,6.249202560816715
647f2a41,6.795636613837832
65156b96,6.0526254332131915
653612bc,2.531650323273245
656a067b,14.534722102262776
65a5466a,12.238130750374035
660d9546,8.589849981619764
6767c111,17.07858745822091
67847288,11.849103069192212
