well_id,n,anchor_rmse,viterbi_rmse
58fa8486,4475,11.865701003853058,3.205040719113276
591cc951,4609,15.021994805073081,28.58953274158785
593876b6,4842,12.278386863654298,9.452980140667846
59f8b2e8,3747,6.235385931133263,9.161547513509605
5a1a8fd8,5260,13.165282167987698,10.64501206853058
5a5269a9,6513,5.863105043604518,8.834162894106274
5a5d1982,3894,7.106652935637849,6.085138655368192
5a63b5d1,6217,19.44924550712061,8.646476366868974
5aa03df7,4871,6.58601427636249,6.30585865665094
5aa403d0,3118,25.684478606280763,12.373850584493876
5aef5c6c,3121,10.926258823623487,15.951925881043847
5b7b6324,6564,17.673226229685234,18.184020757885804
5bd25f59,4210,4.338412715856817,4.792538311576692
5beded95,3057,16.64432832796459,16.79323308932661
5cb483ac,3852,6.114075023717169,18.559357292065044
5cdd8dbc,4010,17.231660513857207,25.76495966441068
5d11dfb5,5895,9.758377072411292,8.224170675994532
5d7198fd,3368,13.36645546990557,15.994681048797206
5def1ce5,6443,8.052417616706911,10.154365831732676
5eae34a8,4904,7.397484649492449,4.49748454481334
5f4d2a52,5225,56.914917258531396,48.45434247939047
5f6756c5,5931,8.573813859683462,7.998174793896646
5f75f796,5562,9.239915906257119,18.686061293367832
5fb1c15f,2860,18.291082508578185,27.001390407735943
5fffa282,4201,5.318148657346763,7.651963827447783
60e37807,2699,20.874268055180604,32.750832516590265
61f27424,6220,2.8150009994687166,4.588067399221966
62569ae3,3588,8.163464251076302,14.46196920411896
62a6f539,3693,7.864940463331049,10.911802417863784
633774dc,6233,14.212429924790966,10.142200197767947
63559d57,4069,5.894220519880757,8.518474693768523
647f2a41,3881,6.546227092935274,23.37045275764666
65156b96,3221,6.076781706471203,3.714890938490725
653612bc,4605,2.8332405605306503,21.998718133616155
656a067b,3051,14.667037832749068,13.450957306994953
65a5466a,4683,11.991020361693243,11.9202288250841
660d9546,4732,9.433757519583331,5.433349622784687
6767c111,6783,17.475154063370617,30.25018780534368
67847288,7429,11.461290028070946,15.083993513578681
67a8da4a,4911,14.48691836331104,12.234774711364029
684a6fc1,9818,24.030978453294004,13.508822071612027
698930d1,4741,10.389172214568049,17.187924281584444
699ea575,4120,10.392889600471305,3.976542733537362
69c1bdad,2714,9.789958199101882,12.622124224301212
69e41fa6,5772,5.861732687565972,5.050259544389912
6a0ff78e,6465,11.350827388917207,5.6797733525578815
6a8fa194,3017,8.348329338921092,3.0035332469488334
6ae68655,4204,5.259877371830794,6.427881537559516
6d1d74e1,5830,11.887571200184345,13.88272205588508
6d590e26,6096,8.629685403348205,21.127159699896268
6d6d93af,3595,32.195372520142506,46.68285474208607
6dbe4b60,4648,8.699464045404161,8.023446652898595
6e6d122c,5632,9.11700946941914,13.422222954929554
6e9ccd38,8282,12.23949279951463,14.31970175047803
6ea22614,5971,6.4753183432909225,9.404063831483821
6ede926a,4938,7.686767373145472,3.5900995365108574
708caea9,6548,34.916458237909005,40.41599166278265
70925e23,5947,14.784803005082047,25.232352925060574
70e1788b,9285,7.159206283115686,3.172331383727926
71642c7d,4648,11.901230993511438,10.571369024434144
71ccf778,2698,5.388651839136806,4.523883584208906
7224331b,6063,4.338260107312621,3.839403424248924
722cf0d8,5143,11.127293106426961,3.1575383966666353
7256229b,5415,6.6453924693055635,10.020810482848223
726f3dc2,6723,6.931383638655225,9.92854962169027
7271dd80,4340,8.313957865645467,3.28190563671396
727a3a10,4397,12.36395803493887,8.879406277083765
729665c0,4263,8.662513145164612,21.490813208380494
729e9750,5919,8.825983755646552,12.329446416087606
729f4217,6195,16.25171177822061,34.268054503446294
72dd8501,5193,6.0720820352358595,2.6738258174785465
73348914,4221,10.691729206195715,27.4020405676003
739a914f,5505,13.540022100878758,10.631707522789302
73b1447d,5670,13.404843871674935,19.7207508881089
74b6186b,3405,9.007196786463387,5.2713557649419975
75c20ec7,5361,11.054465755153933,17.325151259993866
75cd5f11,4946,5.260066074409697,5.1910976161276805
75d20a82,5067,17.230705080539593,6.042604806198549
76201745,4448,7.881811891978768,19.380148076213448
764072a5,2949,6.358306065218297,6.226553503480688
77b0d905,4174,13.048365351893997,26.170891728445817
77e4821c,5393,19.218605395377665,18.73174453658898
7850c72e,5497,12.350659981673207,10.03269110252125
78a4a386,5119,5.866186376682608,5.7580781140151815
79507629,5302,12.57032003546627,10.518872215668143
796dbd4c,6248,4.867507118040292,15.913632655349009
7987f2f2,3705,12.030471815010397,18.043104738652048
