well_id,fold,n_rows,rmse_e8,mae_e8,rmse_e9b,mae_e9b,d_rmse,d_mae,tw_known_gr_corr,n_known_gr,tw_group_size,shares_typewell
e25f1537,2,3177,9.910134851615933,8.966516414441468,10.5515132003454,8.477518513365293,0.641378348729468,-0.4889979010761749,0.8841091515683633,1426,1,False
e2fc7745,4,3692,10.899702798506464,9.018814177406995,10.338464644415557,7.891178041742123,-0.5612381540909066,-1.127636135664872,0.850278940071599,1493,1,False
e32da4ec,0,4689,7.8774494777532995,5.94560411122896,9.251634889915305,6.790552751251791,1.3741854121620056,0.8449486400228317,0.7781054250829686,1103,1,False
e3b34f5b,4,5455,6.870898435640921,5.8699847021119815,5.684254134766602,4.637758823963759,-1.1866443008743195,-1.2322258781482223,0.8383240272316254,1235,1,False
e45a2a62,4,5007,15.829704716234403,12.010787542893015,16.45710331699555,12.940096272732273,0.627398600761147,0.9293087298392582,0.8386094054110705,822,1,False
e46f4ef4,0,7195,4.475181777108591,3.488398456212176,6.300079346974933,4.984251997602288,1.8248975698663426,1.4958535413901122,0.5619996951000928,1117,1,False
e4726608,0,4733,5.308050862707717,4.586600376172426,5.097281041411849,4.0705701073888,-0.21076982129586863,-0.5160302687836262,0.8624405870947767,1198,1,False
e5864244,0,4469,8.906062164999959,6.478000743012912,10.404161156221354,7.768127674601517,1.4980989912213953,1.2901269315886044,0.7385334700667299,1181,1,False
e5c92e59,2,4295,11.768252748756282,10.263789437388322,6.080978604989006,4.464312272458404,-5.687274143767276,-5.799477164929918,0.8326165921884501,1190,1,False
e5ff9fd2,3,2354,6.3015512824783535,5.065903461861454,5.778605603413,4.618095494155814,-0.5229456790653533,-0.44780796770563924,0.8061278475662522,1095,1,False
e6c55748,1,4472,6.624380401728998,5.870029613655696,6.4295132469682414,5.83609229049025,-0.19486715476075656,-0.0339373231654454,0.8973217403714671,1400,1,False
e730c32b,3,4728,12.723061228218963,11.313797570852751,9.062129110287664,7.902232376797602,-3.6609321179312992,-3.4115651940551492,0.7879078418428531,961,1,False
e737965a,1,5955,12.312756087654227,10.751213101481175,15.218407479821416,12.989106773840883,2.9056513921671883,2.237893672359707,0.6284001231869344,842,1,False
e748dd88,2,4812,3.757402234732166,2.8578785236761033,6.928723034942335,5.936531307643416,3.171320800210169,3.078652783967313,0.8441596005940931,1406,1,False
e7818f7a,3,5371,11.677440667911458,10.649662890205231,14.718602368811226,12.728027447417809,3.0411617008997673,2.078364557212577,0.8061918360045005,1334,1,False
e7c36e81,4,3531,9.481569744194468,8.88508489701363,12.279774859377087,11.65179692288625,2.7982051151826184,2.7667120258726197,0.8013315891966591,1318,1,False
e7d0c1de,4,4711,7.475131981744359,6.664450352768468,8.330454354586188,7.202796416002571,0.8553223728418287,0.5383460632341031,0.8889132809108548,1681,1,False
e85074c5,3,5675,8.683425051312712,7.959590713799006,9.348360454024768,8.572639314424782,0.6649354027120555,0.6130486006257758,0.7152636352401415,882,1,False
e97032ad,3,3530,10.244566081905457,9.954023437772937,9.147818214064957,8.795022938121917,-1.0967478678405005,-1.15900049965102,0.7278071806927418,1318,1,False
e9949a23,3,4559,11.340459938568246,8.760540287549775,9.015373839391316,6.647360526914742,-2.3250860991769304,-2.113179760635033,0.7661289889560187,1318,1,False
ea0b99b7,1,9239,5.865884219890382,4.620297975524347,7.491782496722338,6.101704657011879,1.6258982768319559,1.481406681487532,0.7610929777448119,819,1,False
